System,st_teff,st_teff_uerr,st_teff_lerr,Pflag,pl_projobliq,pl_projobliq_uerr,pl_projobliq_lerr,st_psi,st_psi_uerr,st_psi_lerr,Author_string,Ephemeris_reference,pl_letter,st_name,tic_id,pl_ratdor,pl_ratdor_uerr,pl_ratdor_lerr,pl_bmassj,pl_bmassj_uerr,pl_bmassj_lerr,pl_orbeccen,pl_orbeccen_uerr,pl_orbeccen_lerr,st_mass,st_mass_uerr,st_mass_lerr,st_radius,st_radius_uerr,st_radius_lerr,st_mratio,st_mratio_uerr,st_mratio_lerr,Binary,Ref_link,controversial,pl_projobliqabs,pl_projobliqabs_uerr,pl_projobliqabs_lerr
KELT-03,6306,50,49,y,-5.0,4.0,4.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...690A.379K/abstract,b,KELT-03,TIC 67666096,6.0,0.27,0.27,1.94,0.33,0.33,0.0,,,1.28,0.06,0.06,1.472,0.065,0.062,0.0014434523809523,0.0002455357142857,0.0002455357142857,1,[Knudstrup_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...690A.379K/abstract),0,5.0,4.0,4.0
KELT-04,6206,75,75,y,80.0,25.0,22.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...690A.379K/abstract,b,KELT-04,TIC 165297570,5.792,0.086,0.082,0.902,0.06,0.059,0.0,,,1.201,0.067,0.061,1.603,0.039,0.038,0.0007152769517465,4.757939812061377e-05,4.678640815193687e-05,1,[Knudstrup_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...690A.379K/abstract),0,80.0,25.0,22.0
KELT-06,6246,88,88,y,-36.0,11.0,11.0,-999.0,-999.0,-999.0,Damasso_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A+A...581L...6D/abstract,b,KELT-06,TIC 165987272,10.83,0.89,0.89,0.52,0.12,0.12,0.22,0.11,0.11,1.42,0.46,0.46,1.73,0.12,0.12,0.0003487592219986,8.048289738430583e-05,8.048289738430583e-05,0,[Damasso_et_al._(2015)](https://ui.adsabs.harvard.edu/link_gateway/2015A+A...581L...6D/abstract),0,36.0,11.0,11.0
KELT-07,6699,24,24,n,9.7,5.2,5.2,-999.0,-999.0,-999.0,Bieryla_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015AJ....150...12B/abstract,b,KELT-07,TIC 367366318,5.5,0.17,0.17,1.39,0.22,0.22,0.0,,,1.535,0.066,0.054,1.732,0.043,0.045,0.0008624166278889,0.0001364975957809,0.0001364975957809,0,[Bieryla_et_al._(2015)](https://ui.adsabs.harvard.edu/link_gateway/2015AJ....150...12B/abstract),0,9.7,5.2,5.2
KELT-07,6699,24,24,n,2.7,0.6,0.6,-999.0,-999.0,-999.0,Zhou_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016MNRAS.460.3376Z/abstract,b,KELT-07,TIC 367366318,5.5,0.17,0.17,1.39,0.22,0.22,0.0,,,1.535,0.066,0.054,1.732,0.043,0.045,0.0008624166278889,0.0001364975957809,0.0001364975957809,0,[Zhou_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016MNRAS.460.3376Z/abstract),0,2.7,0.6,0.6
KELT-07,6699,24,24,y,-10.55,0.27,0.27,12.4,11.7,11.7,Tabernero_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022MNRAS.515.1247T/abstract,b,KELT-07,TIC 367366318,5.5,0.17,0.17,1.39,0.22,0.22,0.0,,,1.535,0.066,0.054,1.732,0.043,0.045,0.0008624166278889,0.0001364975957809,0.0001364975957809,0,[Tabernero_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022MNRAS.515.1247T/abstract),0,10.550000000000011,0.27,0.27
KELT-09,9329,118,118,n,-84.8,1.4,1.4,-999.0,-999.0,-999.0,Gaudi_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract,b,KELT-09,TIC 16740101,3.153,0.011,0.011,2.88,0.84,0.84,0.0,,,2.52,0.25,0.2,2.362,0.075,0.063,0.0010884353741496,0.0003174603174603,0.0003174603174603,1,[Gaudi_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017Natur.546..514G/abstract),0,84.80000000000001,1.4,1.4
KELT-09,9329,118,118,n,-85.78,0.46,0.46,-999.0,-999.0,-999.0,Borsa_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A+A...631A..34B/abstract,b,KELT-09,TIC 16740101,3.153,0.011,0.011,2.88,0.84,0.84,0.0,,,2.52,0.25,0.2,2.362,0.075,0.063,0.0010884353741496,0.0003174603174603,0.0003174603174603,1,[Borsa_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019A+A...631A..34B/abstract),0,85.77999999999997,0.46,0.46
KELT-09,9329,118,118,n,-85.01,0.23,0.23,-999.0,-999.0,-999.0,Wyttenbach_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A+A...638A..87W/abstract,b,KELT-09,TIC 16740101,3.153,0.011,0.011,2.88,0.84,0.84,0.0,,,2.52,0.25,0.2,2.362,0.075,0.063,0.0010884353741496,0.0003174603174603,0.0003174603174603,1,[Wyttenbach_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020A+A...638A..87W/abstract),0,85.00999999999999,0.23,0.23
KELT-09,9329,118,118,n,-88.0,15.0,15.0,87.0,10.0,11.0,Ahlers_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020AJ....160....4A/abstract,b,KELT-09,TIC 16740101,3.153,0.011,0.011,2.88,0.84,0.84,0.0,,,2.52,0.25,0.2,2.362,0.075,0.063,0.0010884353741496,0.0003174603174603,0.0003174603174603,1,[Ahlers_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020AJ....160....4A/abstract),0,88.0,15.0,15.0
KELT-09,9329,118,118,y,-84.8,0.3,0.3,87.47,0.18,0.19,Stephen_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022ApJ...931..111S/abstract,b,KELT-09,TIC 16740101,3.153,0.011,0.011,2.88,0.84,0.84,0.0,,,2.52,0.25,0.2,2.362,0.075,0.063,0.0010884353741496,0.0003174603174603,0.0003174603174603,1,[Stephen_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022ApJ...931..111S/abstract),0,84.80000000000001,0.3,0.3
KELT-10,5948,74,74,y,-5.2,3.4,3.4,-999.0,-999.0,-999.0,Steiner_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...672A.134S/abstract,b,KELT-10,TIC 269217040,9.34,0.21,0.32,0.679,0.039,0.038,,,,1.112,0.055,0.061,1.209,0.047,0.035,0.0005815347721822,3.3401849948612537e-05,3.254539225762247e-05,0,[Steiner_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...672A.134S/abstract),0,5.199999999999989,3.4,3.4
KELT-11,5375,25,25,y,-77.9,2.4,2.3,-999.0,-999.0,-999.0,Mounzer_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...668A...1M/abstract,b,KELT-11,TIC 55092869,4.98,0.05,0.05,0.171,0.015,0.015,0.0007,0.002,0.0005,1.44,0.07,0.07,2.69,0.04,0.04,0.0001130952380952,9.92063492063492e-06,9.92063492063492e-06,0,[Mounzer_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...668A...1M/abstract),0,77.89999999999998,2.3,2.4
KELT-17,7454,49,49,y,-115.9,4.1,4.1,116.0,4.0,4.0,Zhou_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract,b,KELT-17,TIC 6893917,6.38,0.18,0.18,1.31,0.28,0.29,,,,1.635,0.066,0.061,1.645,0.06,0.055,0.0007630697538954,0.0001630988786952,0.0001689238386486,0,[Zhou_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016AJ....152..136Z/abstract),0,115.9,4.1,4.1
KELT-18,6670,120,120,y,-94.8,0.7,0.7,91.7,2.2,1.8,Rubenzahl_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..188R/abstract,b,KELT-18,TIC 293687315,5.138,0.038,0.078,1.18,0.11,0.11,0.0,,,1.524,0.069,0.068,1.908,0.042,0.035,0.0007374078240219,6.87414073240845e-05,6.87414073240845e-05,1,[Rubenzahl_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024AJ....168..188R/abstract),0,94.80000000000001,0.7,0.7
KELT-19,7500,110,110,n,-179.7,3.7,3.8,-999.0,-999.0,-999.0,Siverd_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract,b,KELT-19,TIC 425206121,7.5,0.2,0.18,4.07,,,,,,1.62,0.25,0.2,1.83,0.099,0.099,0.0023927101704879,,,1,[Siverd_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018AJ....155...35S/abstract),0,179.7,3.8,3.7
KELT-19,7500,110,110,y,-179.7,3.7,3.8,155.0,17.0,21.0,Kawai_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024MNRAS.528..270K/abstract,b,KELT-19,TIC 425206121,7.5,0.2,0.18,4.07,,,,,,1.62,0.25,0.2,1.83,0.099,0.099,0.0023927101704879,,,1,[Kawai_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024MNRAS.528..270K/abstract),0,179.7,3.8,3.7
KELT-20,8652,160,160,n,3.4,2.1,2.1,-999.0,-999.0,-999.0,Lund_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L/abstract,b,KELT-20,TIC 69679391,7.42,0.13,0.13,3.382,,,0.0,,,1.76,0.14,0.19,1.565,0.057,0.064,0.0018300865800865,,,0,[Lund_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017AJ....154..194L/abstract),0,3.4,2.1,2.1
KELT-20,8652,160,160,n,0.6,4.0,4.0,-999.0,-999.0,-999.0,Talens_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A+A...612A..57T/abstract,b,KELT-20,TIC 69679391,7.42,0.13,0.13,3.382,,,0.0,,,1.76,0.14,0.19,1.565,0.057,0.064,0.0018300865800865,,,0,[Talens_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018A+A...612A..57T/abstract),0,0.6,4.0,4.0
KELT-20,8652,160,160,n,1.6,3.1,3.1,-999.0,-999.0,-999.0,Hoeijmakers_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A+A...641A.120H/abstract,b,KELT-20,TIC 69679391,7.42,0.13,0.13,3.382,,,0.0,,,1.76,0.14,0.19,1.565,0.057,0.064,0.0018300865800865,,,0,[Hoeijmakers_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020A+A...641A.120H/abstract),0,1.6,3.1,3.1
KELT-20,8652,160,160,y,3.9,1.1,1.1,5.0,11.0,11.0,Singh_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...683A...1S/abstract,b,KELT-20,TIC 69679391,7.42,0.13,0.13,3.382,,,0.0,,,1.76,0.14,0.19,1.565,0.057,0.064,0.0018300865800865,,,0,[Singh_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...683A...1S/abstract),0,3.9,1.1,1.1
KELT-21,7598,81,84,y,-5.6,1.7,1.9,-999.0,-999.0,-999.0,Johnson_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J/abstract,b,KELT-21,TIC 203189770,6.86,0.13,0.12,3.91,,,0.0,,,1.458,0.029,0.028,1.638,0.034,0.034,0.0025540531713371,,,0,[Johnson_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018AJ....155..100J/abstract),0,5.600000000000023,1.9,1.7
KELT-24,6426,91,93,n,2.6,5.1,3.6,-999.0,-999.0,-999.0,Rodriguez_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R/abstract,b,KELT-24,TIC 349827430,10.67,0.15,0.16,4.59,0.18,0.18,0.0319,0.0079,0.0074,1.268,0.063,0.063,1.338,0.032,0.03,0.0034474988733663,0.0001351960342496,0.0001351960342496,1,[Rodriguez_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019AJ....158..197R/abstract),0,2.6,5.1,3.6
KELT-24,6426,91,93,n,1.2,8.2,7.4,-999.0,-999.0,-999.0,Hjorth_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A+A...631A..76H/abstract,b,KELT-24,TIC 349827430,10.67,0.15,0.16,4.59,0.18,0.18,0.0319,0.0079,0.0074,1.268,0.063,0.063,1.338,0.032,0.03,0.0034474988733663,0.0001351960342496,0.0001351960342496,1,[Hjorth_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019A+A...631A..76H/abstract),0,1.2,8.2,7.4
KELT-24,6426,91,93,y,1.4,4.9,4.7,-999.0,-999.0,-999.0,Giovinazzi_et_al._(2024),https://ui.adsabs.harvard.edu/abs/arXiv:2406.04288/abstract,b,KELT-24,TIC 349827430,10.67,0.15,0.16,4.59,0.18,0.18,0.0319,0.0079,0.0074,1.268,0.063,0.063,1.338,0.032,0.03,0.0034474988733663,0.0001351960342496,0.0001351960342496,1,[Giovinazzi_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/arXiv:2406.04288/abstract),0,1.4,4.9,4.7
Kepler-008,6213,150,150,n,-26.4,10.1,10.1,-999.0,-999.0,-999.0,Jenkins_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...724.1108J/abstract,b,Kepler-008,TIC 123233041,6.854,0.018,0.017,0.59,0.13,0.12,0.0,,,1.213,0.067,0.062,1.486,0.053,0.062,0.0004632355827739,0.0001020688572213,9.421740666588152e-05,0,[Jenkins_et_al._(2010)](https://ui.adsabs.harvard.edu/link_gateway/2010ApJ...724.1108J/abstract),0,26.399999999999977,10.1,10.1
Kepler-008,6213,150,150,y,5.0,7.0,7.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,Kepler-008,TIC 123233041,6.854,0.018,0.017,0.59,0.13,0.12,0.0,,,1.213,0.067,0.062,1.486,0.053,0.062,0.0004632355827739,0.0001020688572213,9.421740666588152e-05,0,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,5.0,7.0,7.0
Kepler-009b,5774,60,60,y,-13.0,16.0,16.0,-999.0,-999.0,-999.0,Wang_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...70W/abstract,b,Kepler-009,TIC 120571842,31.3,1.1,1.5,0.13655099,0.00503414,0.00629267,0.0609,0.001,0.0013,1.022,0.029,0.039,0.958,0.02,0.02,0.0001272490820985,4.6912123753611035e-06,5.864010809803374e-06,0,[Wang_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018AJ....155...70W/abstract),0,13.0,16.0,16.0
Kepler-013,7650,250,250,n,23.0,4.0,4.0,-999.0,-999.0,-999.0,Barnes_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJS..197...10B/abstract,b,Kepler-013,TIC 158324245,4.5007,0.0039,0.004,9.28,0.16,0.16,0.00064,0.00012,0.00016,1.67,0.074,0.096,1.756,0.014,0.014,0.0052922725976618,9.124607927003138e-05,9.124607927003138e-05,1,[Barnes_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011ApJS..197...10B/abstract),0,23.0,4.0,4.0
Kepler-013,7650,250,250,n,58.6,2.0,2.0,-999.0,-999.0,-999.0,Johnson_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014ApJ...790...30J/abstract,b,Kepler-013,TIC 158324245,4.5007,0.0039,0.004,9.28,0.16,0.16,0.00064,0.00012,0.00016,1.67,0.074,0.096,1.756,0.014,0.014,0.0052922725976618,9.124607927003138e-05,9.124607927003138e-05,1,[Johnson_et_al._(2014)](https://ui.adsabs.harvard.edu/link_gateway/2014ApJ...790...30J/abstract),0,58.6,2.0,2.0
Kepler-013,7650,250,250,n,58.6,2.0,2.0,60.0,2.0,2.0,Masuda_(2015),https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M/abstract,b,Kepler-013,TIC 158324245,4.5007,0.0039,0.004,9.28,0.16,0.16,0.00064,0.00012,0.00016,1.67,0.074,0.096,1.756,0.014,0.014,0.0052922725976618,9.124607927003138e-05,9.124607927003138e-05,1,[Masuda_(2015)](https://ui.adsabs.harvard.edu/link_gateway/2015ApJ...805...28M/abstract),0,58.6,2.0,2.0
Kepler-013,7650,250,250,y,59.2,0.05,0.05,60.25,0.05,0.05,Howarth_&amp;_Morello_(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.470..932H/abstract,b,Kepler-013,TIC 158324245,4.5007,0.0039,0.004,9.28,0.16,0.16,0.00064,0.00012,0.00016,1.67,0.074,0.096,1.756,0.014,0.014,0.0052922725976618,9.124607927003138e-05,9.124607927003138e-05,1,[Howarth_&amp;_Morello_(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017MNRAS.470..932H/abstract),0,59.2,0.05,0.05
Kepler-013,7650,250,250,n,-27.9,1.1,1.1,-999.0,-999.0,-999.0,Herman_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...13H/abstract,b,Kepler-013,TIC 158324245,4.5007,0.0039,0.004,9.28,0.16,0.16,0.00064,0.00012,0.00016,1.67,0.074,0.096,1.756,0.014,0.014,0.0052922725976618,9.124607927003138e-05,9.124607927003138e-05,1,[Herman_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018AJ....155...13H/abstract),0,27.899999999999977,1.1,1.1
Kepler-017,5781,85,85,y,0.0,15.0,15.0,0.0,15.0,15.0,D&eacute;sert_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D/abstract,b,Kepler-017,TIC 273874849,5.48,0.02,0.02,2.45,0.11,0.11,0.011,,,1.04,,,1.01034,,,0.0022435897435897,0.0001007326007326,0.0001007326007326,0,[D&eacute;sert_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011ApJS..197...14D/abstract),0,0.0,15.0,15.0
Kepler-025c,6270,79,79,n,-0.5,5.7,5.7,-999.0,-999.0,-999.0,Albrecht_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A/abstract,c,Kepler-025,TIC 120960812,18.44,0.11,0.11,0.0479,0.0041,0.0051,0.0061,0.0049,0.0041,1.165,0.027,0.029,1.316,0.016,0.015,3.9157980788882074e-05,3.3517269568771716e-06,4.169221336603311e-06,1,[Albrecht_et_al._(2013)](https://ui.adsabs.harvard.edu/link_gateway/2013ApJ...771...11A/abstract),0,0.5,5.7,5.7
Kepler-025c,6270,79,79,n,9.4,7.1,7.1,26.9,7.0,9.2,Benomar_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014PASJ...66...94B/abstract,c,Kepler-025,TIC 120960812,18.44,0.11,0.11,0.0479,0.0041,0.0051,0.0061,0.0049,0.0041,1.165,0.027,0.029,1.316,0.016,0.015,3.9157980788882074e-05,3.3517269568771716e-06,4.169221336603311e-06,1,[Benomar_et_al._(2014)](https://ui.adsabs.harvard.edu/link_gateway/2014PASJ...66...94B/abstract),0,9.4,7.1,7.1
Kepler-025c,6270,79,79,n,-999.0,-999.0,-999.0,12.6,6.7,11.0,Campante_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C/abstract,c,Kepler-025,TIC 120960812,18.44,0.11,0.11,0.0479,0.0041,0.0051,0.0061,0.0049,0.0041,1.165,0.027,0.029,1.316,0.016,0.015,3.9157980788882074e-05,3.3517269568771716e-06,4.169221336603311e-06,1,[Campante_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016ApJ...819...85C/abstract),0,999.0,-999.0,-999.0
Kepler-025c,6270,79,79,y,-0.9,7.7,6.4,24.1,9.29,9.3,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,c,Kepler-025,TIC 120960812,18.44,0.11,0.11,0.0479,0.0041,0.0051,0.0061,0.0049,0.0041,1.165,0.027,0.029,1.316,0.016,0.015,3.9157980788882074e-05,3.3517269568771716e-06,4.169221336603311e-06,1,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,0.8999999999999773,6.4,7.7
Kepler-030b,5498,54,54,y,4.0,10.0,10.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2012)_method_1,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract,b,Kepler-030,TIC 399794329,37.7,1.8,1.8,0.036,0.004,0.004,0.042,0.003,0.003,0.99,0.08,0.08,0.95,0.12,0.12,3.463203463203463e-05,3.848003848003848e-06,3.848003848003848e-06,0,[Sanchis-Ojeda_et_al._(2012)_method_1](https://ui.adsabs.harvard.edu/link_gateway/2012Natur.487..449S/abstract),0,4.0,10.0,10.0
Kepler-030b,5498,54,54,n,-1.0,10.0,10.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2012)_method_2,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract,b,Kepler-030,TIC 399794329,37.7,1.8,1.8,0.036,0.004,0.004,0.042,0.003,0.003,0.99,0.08,0.08,0.95,0.12,0.12,3.463203463203463e-05,3.848003848003848e-06,3.848003848003848e-06,0,[Sanchis-Ojeda_et_al._(2012)_method_2](https://ui.adsabs.harvard.edu/link_gateway/2012Natur.487..449S/abstract),0,1.0,10.0,10.0
Kepler-063,5576,50,50,y,-110.0,22.0,14.0,104.0,9.0,14.0,Sanchis-Ojeda_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S/abstract,b,Kepler-063,TIC 299158887,19.12,0.08,0.08,0.378,,,0.45,,,0.984,0.035,0.04,0.901,0.027,0.022,0.0003658536585365,,,0,[Sanchis-Ojeda_et_al._(2013)](https://ui.adsabs.harvard.edu/link_gateway/2013ApJ...775...54S/abstract),0,110.0,14.0,22.0
Kepler-063,5576,50,50,n,-135.0,21.0,27.0,115.0,17.0,13.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,b,Kepler-063,TIC 299158887,19.12,0.08,0.08,0.378,,,0.45,,,0.984,0.035,0.04,0.901,0.027,0.022,0.0003658536585365,,,0,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,135.0,27.0,21.0
Kepler-089d,6182,82,82,y,-6.0,13.0,11.0,-999.0,-999.0,-999.0,Hirano_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...759L..36H/abstract,d,Kepler-089,TIC 273231214,23.8,1.9,1.9,0.334,0.035,0.035,0.022,0.038,0.038,1.277,0.05,0.05,1.52,0.14,0.14,0.0002490957228623,2.610284521012791e-05,2.610284521012791e-05,1,[Hirano_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...759L..36H/abstract),0,6.0,11.0,13.0
Kepler-089d,6182,82,82,n,-11.0,11.0,11.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A/abstract,d,Kepler-089,TIC 273231214,23.8,1.9,1.9,0.334,0.035,0.035,0.022,0.038,0.038,1.277,0.05,0.05,1.52,0.14,0.14,0.0002490957228623,2.610284521012791e-05,2.610284521012791e-05,1,[Albrecht_et_al._(2013)](https://ui.adsabs.harvard.edu/link_gateway/2013ApJ...771...11A/abstract),0,11.0,11.0,11.0
Kepler-408,6088,65,65,y,-999.0,-999.0,-999.0,48.0,4.0,5.0,Kamiaka_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....157..137K/abstract,b,Kepler-408,TIC 48450369,5.9,2.4,2.4,0.01573168,,,0.0,,,1.08,0.07,0.07,1.23,0.03,0.03,1.387273368606702e-05,,,0,[Kamiaka_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019AJ....157..137K/abstract),0,999.0,-999.0,-999.0
Kepler-420,5520,80,80,y,74.0,32.0,46.0,-999.0,-999.0,-999.0,Santerne_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A+A...571A..37S/abstract,b,Kepler-420,TIC 159647910,167.911,0.199,0.199,1.45,0.35,0.35,0.772,0.045,0.045,0.99,0.05,0.05,1.13,0.14,0.14,0.0013949013949013,0.0003367003367003,0.0003367003367003,1,[Santerne_et_al._(2014)](https://ui.adsabs.harvard.edu/link_gateway/2014A+A...571A..37S/abstract),0,74.0,32.0,46.0
Kepler-448,6820,120,120,n,12.6,3.0,2.9,-999.0,-999.0,-999.0,Bourrier_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A+A...579A..55B/abstract,b,Kepler-448,TIC 169461816,19.9926,0.0169,0.0169,1.1,3.5,0.8,0.34,0.08,0.07,1.5,0.1,0.1,1.4,0.07,0.06,0.0006984126984126,0.0022222222222222,0.0005079365079365,0,[Bourrier_et_al._(2015)](https://ui.adsabs.harvard.edu/link_gateway/2015A+A...579A..55B/abstract),0,12.6,3.0,2.9
Kepler-448,6820,120,120,y,-7.1,4.2,2.8,-999.0,-999.0,-999.0,Johnson_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J/abstract,b,Kepler-448,TIC 169461816,19.9926,0.0169,0.0169,1.1,3.5,0.8,0.34,0.08,0.07,1.5,0.1,0.1,1.4,0.07,0.06,0.0006984126984126,0.0022222222222222,0.0005079365079365,0,[Johnson_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017AJ....154..137J/abstract),0,7.100000000000023,2.8,4.2
Kepler-1656,5731,60,60,y,35.0,15.0,22.0,-999.0,-999.0,-999.0,Rubenzahl_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..40R/abstract,b,Kepler-1656,TIC 120255950,118.027,0.116,0.116,0.15,0.02,0.02,0.838,0.045,0.029,1.03,0.04,0.04,1.1,0.13,0.13,0.0001386962552011,1.8492834026814607e-05,1.8492834026814607e-05,0,[Rubenzahl_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024ApJ...971L..40R/abstract),0,35.0,15.0,22.0
LP_261-75,3138,157,157,y,5.0,11.0,10.0,14.0,8.0,7.0,Brady_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025AJ....169...64B/abstract,b,LP_261-75,TIC 67646988,,,,21.0,10.0,5.0,,,,0.22,0.03,0.03,0.308,0.005,0.005,0.0909090909090909,0.0432900432900432,0.0216450216450216,0,[Brady_et_al._(2025)](https://ui.adsabs.harvard.edu/link_gateway/2025AJ....169...64B/abstract),0,5.0,11.0,10.0
MASCARA-1,7554,150,150,n,69.5,3.0,3.0,-999.0,-999.0,-999.0,Talens_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A+A...606A..73T/abstract,b,MASCARA-1,TIC 354619337,4.1676,0.0047,0.0051,3.7,0.9,0.9,0.00034,0.00034,0.00023,1.9,0.063,0.068,2.082,0.022,0.024,0.0018546365914786,0.0004511278195488,0.0004511278195488,0,[Talens_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017A+A...606A..73T/abstract),0,69.5,3.0,3.0
